temperature,ph_level,moisture_content,total_plate_count,coliform_count,storage_time_days,water_activity,food_type,packaging_type,supplier_id,safety_status
22.81,6.86,82.65,25365.0,2507.08,24.0,0.8118,seafood,ambient,SUP003,unsafe
-2.35,5.74,,685.46,,38.0,,grain,vacuum,SUP012,safe
5.74,,98.0,980.38,57.32,21.0,0.9588,produce,vacuum,SUP020,safe
-10.58,6.01,31.48,633.6,22.88,32.0,0.4412,grain,frozen,SUP018,safe
-0.09,5.88,85.7,86570.52,6750.72,0.0,0.8102,dairy,refrigerated,SUP012,safe
-12.8,5.89,91.39,2578.38,204.75,20.0,0.9302,seafood,frozen,SUP002,safe
16.96,,53.3,18306.34,1321.95,69.0,0.6718,seafood,ambient,SUP002,unsafe
2.89,6.19,98.0,8033.88,1516.92,4.0,0.9814,dairy,refrigerated,SUP017,unsafe
8.84,5.93,62.74,624.2,20.66,3.0,0.7762,meat,vacuum,SUP010,safe
19.59,6.23,9.59,33145.13,3135.85,29.0,0.3892,grain,ambient,SUP018,safe
7.9,6.76,89.41,,187.65,28.0,0.8604,dairy,canned,SUP019,safe
6.07,6.06,78.47,690.68,73.87,0.0,0.8158,seafood,aerated,SUP001,safe
-11.07,4.46,71.96,1906.68,156.68,174.0,0.8508,meat,frozen,SUP004,safe
15.35,6.03,98.0,19216.93,1595.82,,0.99,dairy,canned,SUP004,unsafe
11.24,6.12,66.16,16582.09,1199.55,1.0,0.7532,meat,vacuum,SUP002,safe
11.05,4.42,39.13,1421.54,145.28,27.0,0.5811,processed,vacuum,SUP019,safe
12.97,5.72,30.13,322260.77,25379.67,208.0,0.5322,grain,canned,SUP012,unsafe
11.51,6.7,55.27,1122.42,184.8,11.0,0.6604,processed,refrigerated,SUP010,safe
-13.93,5.52,98.0,14775.34,610.08,240.0,,seafood,frozen,SUP013,safe
16.11,5.9,93.64,549.47,94.72,9.0,0.959,dairy,ambient,SUP020,unsafe
7.1,8.52,66.76,3755.15,533.07,3.0,0.7517,seafood,aerated,SUP015,safe
2.23,6.96,86.45,,288.0,11.0,0.846,seafood,aerated,SUP003,safe
10.82,5.44,5.0,503.45,54.04,115.0,0.3,grain,vacuum,SUP020,safe
10.78,7.44,85.07,88059.94,4645.62,99.0,0.8896,dairy,vacuum,SUP013,unsafe
5.95,7.04,79.24,9727.74,833.55,4.0,0.8257,seafood,aerated,SUP008,safe
3.32,6.22,68.82,,103.86,10.0,0.7105,dairy,refrigerated,SUP007,safe
19.29,5.95,61.87,12038.54,331.18,22.0,0.6457,meat,ambient,SUP008,safe
16.12,4.97,98.0,5135.55,741.43,60.0,0.9701,produce,ambient,SUP018,unsafe
3.73,,82.38,26426.35,3005.04,12.0,0.7554,seafood,aerated,SUP009,safe
3.37,5.71,68.24,18032.98,876.58,5.0,0.7586,meat,refrigerated,SUP006,safe
13.04,4.99,88.13,17208.81,1254.24,64.0,0.915,meat,canned,SUP004,unsafe
4.83,7.01,76.04,12563.28,1251.0,21.0,0.8217,seafood,vacuum,SUP015,safe
4.67,6.28,11.09,187.06,26.24,4.0,0.3525,grain,refrigerated,SUP005,safe
-9.71,6.68,21.91,38752.63,6429.79,542.0,0.3799,grain,frozen,SUP005,safe
5.09,5.9,45.99,,587.79,13.0,0.6283,processed,vacuum,SUP007,safe
14.51,5.68,5.0,15993.34,646.96,72.0,0.3925,grain,canned,SUP009,safe
11.18,6.2,47.46,11827.95,1077.64,16.0,0.5799,meat,aerated,SUP007,safe
5.66,5.89,80.64,23778.45,2696.03,1.0,0.8495,produce,refrigerated,SUP009,unsafe
-15.84,7.26,70.54,486.87,52.62,54.0,0.8376,seafood,frozen,SUP020,safe
19.29,5.42,71.59,2127.95,225.05,17.0,0.7822,meat,ambient,SUP010,unsafe
7.64,5.18,5.9,58206.29,7629.64,40.0,0.3185,grain,vacuum,SUP004,safe
10.61,6.9,98.0,1326.63,108.56,144.0,0.989,dairy,canned,SUP006,unsafe
-10.21,3.63,39.42,347.92,37.8,123.0,0.5194,processed,frozen,SUP014,safe
-9.71,6.79,94.01,3181.35,348.85,39.0,0.8461,seafood,frozen,SUP009,safe
11.83,3.46,92.2,20738.01,1354.8,,0.9399,produce,canned,SUP001,unsafe
4.58,4.43,98.0,2612.74,357.6,7.0,0.9167,produce,refrigerated,SUP017,safe
5.93,5.3,,5497.1,251.91,26.0,0.4107,grain,refrigerated,SUP013,safe
17.36,6.38,67.82,25675.29,1372.35,16.0,0.7095,produce,ambient,SUP007,unsafe
5.44,6.05,89.88,5264.66,578.12,8.0,0.8606,produce,refrigerated,SUP009,safe
4.49,6.06,82.38,3870.5,584.74,12.0,0.9056,dairy,refrigerated,SUP011,safe
,7.58,,1833.49,49.24,23.0,0.8295,seafood,frozen,SUP003,safe
5.38,7.21,89.6,3206.97,475.69,2.0,0.9721,dairy,refrigerated,SUP012,safe
,5.37,98.0,3277.65,64.18,570.0,0.99,produce,canned,SUP003,unsafe
16.82,5.89,53.27,12275.98,190.92,116.0,0.6696,seafood,canned,SUP015,unsafe
11.99,5.33,84.66,58597.87,,421.0,0.7786,produce,canned,SUP010,unsafe
-14.48,6.42,72.54,,93.59,18.0,0.7621,dairy,frozen,SUP001,safe
13.12,5.51,85.72,318.97,57.77,,0.965,dairy,aerated,SUP014,safe
20.49,5.79,86.74,5915.52,1248.09,133.0,0.8421,produce,ambient,SUP020,unsafe
10.76,6.72,78.94,43812.35,8352.38,170.0,0.8888,dairy,canned,SUP006,unsafe
2.96,6.86,91.9,652.46,40.01,31.0,0.9001,dairy,vacuum,SUP002,safe
-15.8,6.72,98.0,7116.46,678.47,105.0,0.8031,dairy,frozen,SUP008,safe
7.18,5.58,76.61,3607.27,372.17,101.0,,processed,vacuum,SUP001,safe
7.07,5.36,82.6,6014.64,198.32,0.0,0.9002,produce,vacuum,SUP004,safe
6.47,5.96,51.79,1231.75,145.18,7.0,0.6342,meat,aerated,SUP004,safe
-17.5,5.48,75.59,596.64,169.11,190.0,0.853,meat,frozen,SUP005,safe
14.84,5.33,86.1,91535.27,3272.4,175.0,0.7763,meat,canned,SUP020,unsafe
3.45,7.07,20.14,5630.78,92.98,3.0,0.3616,grain,refrigerated,SUP009,safe
10.47,3.86,98.0,,4687.97,3.0,0.9472,produce,refrigerated,SUP013,unsafe
,7.2,82.75,150485.85,4710.16,588.0,0.8617,dairy,canned,SUP018,unsafe
19.44,6.0,78.9,22868.91,3487.45,24.0,0.8807,dairy,canned,SUP017,unsafe
10.49,5.9,86.15,66303.91,6920.11,302.0,0.8919,dairy,canned,SUP001,unsafe
-0.72,5.71,86.69,1345.25,309.13,5.0,0.8038,produce,refrigerated,SUP015,safe
2.64,4.81,18.63,15119.49,1188.75,13.0,0.4318,grain,vacuum,SUP002,safe
9.57,5.15,79.7,46217.3,4157.33,31.0,0.8481,meat,vacuum,SUP016,unsafe
9.27,5.82,95.48,11163.15,1073.43,31.0,0.8269,dairy,refrigerated,SUP020,unsafe
-16.35,6.32,90.11,,143.41,173.0,0.8835,dairy,frozen,SUP005,safe
4.62,4.36,52.46,589.04,35.88,69.0,0.6242,processed,vacuum,SUP019,safe
5.49,7.08,77.94,6292.46,954.12,6.0,0.7739,meat,aerated,SUP005,safe
13.57,7.44,5.0,257339.17,13759.96,,0.3574,grain,ambient,SUP002,safe
6.16,3.88,92.11,934.76,73.74,7.0,0.8412,produce,refrigerated,SUP007,safe
4.67,6.24,70.52,21801.74,1413.38,36.0,0.7793,meat,refrigerated,SUP003,safe
-13.97,6.49,72.13,1392.35,54.52,125.0,0.7968,meat,frozen,SUP017,safe
-18.2,6.93,84.12,1743.96,122.89,144.0,0.901,dairy,frozen,SUP003,safe
,4.97,94.32,2111.0,271.46,22.0,0.8569,produce,ambient,SUP013,unsafe
17.49,5.8,6.25,873.94,80.69,11.0,0.3,grain,ambient,SUP007,safe
10.6,4.9,98.0,,896.22,1.0,0.9509,produce,aerated,SUP003,unsafe
-0.36,6.66,84.74,12483.12,319.25,1.0,0.8365,seafood,refrigerated,SUP015,safe
5.43,5.53,86.51,11636.47,2804.18,56.0,0.99,dairy,vacuum,SUP018,unsafe
9.87,4.91,43.02,1732.42,164.27,2.0,,processed,aerated,SUP010,safe
4.98,4.8,20.15,398.5,51.41,6.0,0.4339,grain,refrigerated,SUP007,safe
14.46,5.64,72.07,50721.68,4925.27,730.0,0.7598,meat,canned,SUP009,unsafe
20.48,4.0,42.45,2946.4,245.4,25.0,0.515,processed,ambient,SUP005,safe
2.61,,89.43,7234.28,422.24,4.0,0.9095,produce,vacuum,SUP020,safe
-13.41,4.96,96.29,3675.23,302.91,289.0,0.9219,produce,frozen,SUP008,safe
19.34,5.73,95.52,7119.12,341.08,8.0,0.9169,produce,ambient,SUP014,unsafe
19.7,6.87,16.87,5008.82,1050.75,24.0,0.4144,grain,ambient,SUP004,safe
6.22,6.77,90.93,11084.51,489.93,32.0,0.9021,produce,vacuum,SUP020,safe
10.18,4.48,95.26,50133.62,2787.72,99.0,0.8322,dairy,canned,SUP014,unsafe
-17.95,,82.38,1290.03,167.71,22.0,0.8773,meat,frozen,SUP012,safe
-0.64,4.76,57.37,5760.82,139.01,10.0,0.6306,processed,vacuum,SUP002,safe
21.45,6.17,64.13,114257.28,16852.55,3.0,0.7099,meat,ambient,SUP013,unsafe
21.48,4.48,59.42,20028.39,2174.02,9.0,0.7505,meat,ambient,SUP001,unsafe
8.53,6.21,74.56,73848.87,1433.79,266.0,0.8736,seafood,vacuum,SUP020,unsafe
6.92,7.1,98.0,2323.08,99.96,23.0,0.852,seafood,vacuum,SUP007,safe
-0.4,5.57,92.82,1964.63,121.22,89.0,0.9048,produce,vacuum,SUP009,safe
15.92,5.3,71.26,5796.07,162.09,23.0,0.7769,processed,ambient,SUP017,safe
,6.15,68.8,,,49.0,0.6718,meat,vacuum,SUP013,safe
14.41,6.77,82.41,47444.61,4538.59,62.0,0.8758,dairy,canned,SUP010,unsafe
13.33,6.65,84.26,3370.05,193.52,117.0,0.8535,dairy,canned,SUP016,unsafe
-12.89,6.04,11.08,1058.77,98.54,128.0,0.3817,grain,frozen,SUP006,safe
6.03,6.03,82.26,30208.5,894.67,95.0,0.7888,produce,vacuum,SUP016,unsafe
9.36,4.01,58.51,6113.6,483.34,,0.701,meat,aerated,SUP011,safe
17.08,7.24,17.01,3740.55,93.6,21.0,0.4525,grain,ambient,SUP020,safe
21.95,4.24,22.55,6345.72,406.13,1.0,0.4529,grain,ambient,SUP003,safe
2.71,5.14,36.45,6312.09,419.88,8.0,0.5112,grain,refrigerated,SUP009,safe
2.01,4.82,45.66,498.13,50.81,,0.575,processed,vacuum,SUP015,safe
11.69,6.34,66.47,1935.71,24.68,498.0,0.7431,meat,canned,SUP013,unsafe
-15.05,3.6,5.0,1363.46,55.28,26.0,0.3349,grain,frozen,SUP010,safe
11.98,6.98,91.26,33005.61,4276.32,,0.9384,seafood,aerated,SUP020,unsafe
18.87,6.63,20.15,11659.2,814.75,19.0,0.407,grain,ambient,SUP013,safe
-14.56,6.3,81.23,75277.87,1316.4,730.0,0.7671,produce,frozen,SUP017,unsafe
2.25,5.44,5.0,14210.63,1958.42,19.0,0.3505,grain,vacuum,SUP007,safe
,5.26,98.0,15229.68,1649.89,,0.9131,produce,ambient,SUP006,unsafe
17.04,6.01,88.83,9319.32,125.44,16.0,0.9166,dairy,ambient,SUP013,unsafe
5.7,6.69,87.58,50357.72,10107.36,3.0,0.8697,seafood,vacuum,SUP017,unsafe
-9.56,,41.17,1147.44,119.0,267.0,0.6004,processed,frozen,SUP015,safe
15.53,4.29,31.22,765.86,25.34,106.0,0.4522,processed,canned,SUP004,safe
9.12,,76.25,159842.4,21540.14,443.0,0.8028,dairy,canned,SUP015,unsafe
0.69,6.61,91.88,2367.94,107.33,29.0,0.8622,dairy,vacuum,SUP014,safe
-14.19,6.89,,4040.6,258.31,170.0,0.876,dairy,frozen,SUP011,safe
15.36,5.67,85.71,2049.95,294.76,1.0,0.814,produce,ambient,SUP004,safe
-12.05,6.56,34.76,5882.09,413.26,397.0,0.4987,grain,frozen,SUP003,safe
6.13,6.5,78.3,2454.08,25.29,12.0,0.8712,meat,vacuum,SUP002,safe
-13.5,,66.07,18076.18,2257.03,199.0,0.7009,seafood,frozen,SUP020,safe
11.88,5.32,14.14,1804.76,291.83,583.0,0.3283,grain,canned,SUP010,safe
9.22,5.31,98.0,6214.39,591.41,10.0,0.9436,produce,refrigerated,SUP013,unsafe
22.53,6.98,55.75,6548.43,1699.74,150.0,0.6638,seafood,canned,SUP020,unsafe
,4.96,96.44,12932.68,1269.58,,0.9023,produce,vacuum,SUP018,unsafe
7.06,7.73,91.73,25124.75,993.01,14.0,0.8882,seafood,vacuum,SUP016,unsafe
4.29,7.38,73.99,7857.66,603.61,41.0,0.8297,meat,refrigerated,SUP011,safe
8.22,5.65,89.38,5542.16,913.02,1.0,0.9145,produce,aerated,SUP010,unsafe
1.5,5.57,88.27,14053.36,2805.06,6.0,0.903,produce,refrigerated,SUP009,safe
5.75,6.68,9.69,5674.59,250.8,1.0,0.3038,grain,aerated,SUP012,safe
10.59,,78.24,12078.21,535.31,0.0,0.9529,produce,canned,SUP019,unsafe
-12.78,6.02,5.12,1790.33,60.63,54.0,0.3859,grain,frozen,SUP001,safe
17.44,7.28,80.83,23002.62,969.73,2.0,0.8513,dairy,ambient,SUP018,unsafe
11.27,,81.13,671.52,15.04,128.0,0.7692,seafood,ambient,SUP014,safe
10.33,5.52,79.43,3990.06,99.57,10.0,0.8637,dairy,aerated,SUP001,safe
13.89,5.65,61.31,8920.08,302.9,,0.6735,meat,canned,SUP017,safe
10.04,5.45,97.6,4929.71,591.68,11.0,0.9247,produce,vacuum,SUP011,unsafe
-12.88,4.27,53.71,1421.11,11.67,199.0,0.5651,processed,frozen,SUP020,safe
-18.44,8.18,79.61,3406.84,69.52,91.0,0.7554,dairy,frozen,SUP015,safe
12.31,6.62,85.06,15382.24,,53.0,,seafood,ambient,SUP004,unsafe
16.84,5.08,7.47,6746.99,1159.39,21.0,0.3989,grain,ambient,SUP015,safe
12.12,5.73,70.63,5356.66,929.31,387.0,0.7933,meat,canned,SUP014,unsafe
-11.17,6.23,98.0,613.2,21.8,,0.9695,produce,frozen,SUP001,safe
3.97,5.51,83.96,16591.63,1679.47,14.0,0.8425,produce,refrigerated,SUP009,safe
,5.89,78.28,1628.95,107.4,3.0,0.7885,produce,refrigerated,SUP007,safe
2.03,5.8,,1423.79,53.36,21.0,0.8575,dairy,vacuum,SUP011,safe
16.9,6.99,56.37,1683.42,171.13,18.0,0.7074,meat,canned,SUP002,safe
16.16,6.45,9.23,38449.67,3613.89,323.0,0.3602,grain,canned,SUP002,unsafe
2.95,6.34,87.19,7638.07,179.05,4.0,0.9273,produce,aerated,SUP006,safe
9.97,6.79,60.36,8672.76,1102.48,64.0,0.6816,dairy,vacuum,SUP019,safe
6.28,6.66,17.31,5382.55,58.66,10.0,0.3635,grain,vacuum,SUP020,safe
-12.82,5.8,,2879.09,509.79,103.0,0.8401,dairy,frozen,SUP014,safe
6.41,5.11,98.0,30170.75,,1.0,0.9423,produce,aerated,SUP003,unsafe
9.83,6.88,72.16,966.5,180.29,42.0,0.7649,meat,vacuum,SUP007,safe
,6.25,57.36,822.35,65.67,13.0,0.7368,processed,aerated,SUP007,safe
6.5,4.88,81.9,1084.54,123.87,20.0,0.8726,meat,refrigerated,SUP004,safe
6.46,6.0,68.68,7754.66,1503.86,40.0,0.6749,meat,refrigerated,SUP005,safe
-16.92,6.16,84.99,29153.54,2953.13,641.0,0.9292,dairy,frozen,SUP017,unsafe
19.95,5.24,54.26,10033.52,534.15,539.0,0.5156,meat,canned,SUP004,unsafe
19.69,6.23,24.4,3727.0,536.65,10.0,0.5661,grain,ambient,SUP013,safe
10.96,5.91,48.54,25626.39,1781.18,1.0,0.6012,processed,aerated,SUP016,safe
4.42,6.16,59.94,1220.64,153.45,4.0,0.6801,meat,aerated,SUP016,safe
15.35,6.74,87.4,14009.79,2865.42,35.0,0.8651,seafood,aerated,SUP002,unsafe
,5.91,68.2,1424.79,71.92,23.0,0.7626,produce,vacuum,SUP018,safe
17.07,5.71,7.71,18556.39,2074.25,81.0,0.3501,grain,canned,SUP001,safe
16.02,5.83,98.0,,6879.24,86.0,0.9303,produce,ambient,SUP018,unsafe
-15.86,6.92,65.62,284.86,41.84,87.0,,meat,frozen,SUP008,safe
16.37,5.34,72.82,16241.43,1402.4,428.0,0.8016,seafood,canned,SUP011,unsafe
22.08,6.14,85.84,485.26,76.78,46.0,0.81,produce,ambient,SUP015,unsafe
2.19,5.27,64.9,17879.26,843.02,83.0,0.7589,dairy,vacuum,SUP016,safe
12.27,6.48,97.15,195166.14,,12.0,0.9577,produce,aerated,SUP017,unsafe
-10.87,5.29,68.77,179.23,26.31,325.0,0.7197,meat,frozen,SUP017,safe
-16.81,5.03,9.28,151.48,11.2,,0.3999,grain,frozen,SUP012,safe
10.8,7.06,82.31,8473.62,1559.2,23.0,0.8272,dairy,vacuum,SUP010,unsafe
9.63,5.79,90.14,19059.22,1703.45,401.0,0.8748,produce,canned,SUP020,unsafe
-15.87,6.2,86.53,2736.15,326.81,326.0,0.85,seafood,frozen,SUP006,safe
5.44,4.5,89.48,319.11,54.98,6.0,0.7602,produce,refrigerated,SUP008,safe
-16.56,6.35,71.38,3045.75,320.37,63.0,0.7377,dairy,frozen,SUP013,safe
14.79,4.54,95.76,56217.89,7277.89,153.0,0.9581,produce,canned,SUP002,unsafe
6.72,,94.99,498341.49,120203.3,36.0,0.9163,produce,vacuum,SUP019,unsafe
13.44,5.59,92.06,52683.74,1730.4,19.0,0.8341,produce,canned,SUP010,unsafe
8.5,4.73,98.0,1354.69,81.46,67.0,0.9852,produce,vacuum,SUP004,unsafe
18.31,5.84,90.3,9354.97,592.37,4.0,0.872,produce,ambient,SUP012,unsafe
-13.31,7.19,23.11,,212.09,25.0,0.3892,grain,frozen,SUP018,safe
17.44,5.68,84.07,4836.71,397.04,80.0,0.9568,meat,canned,SUP007,unsafe
6.37,6.1,17.82,6219.2,235.55,12.0,0.3632,grain,refrigerated,SUP020,safe
-11.64,8.61,72.52,7807.94,438.52,60.0,0.8154,seafood,frozen,SUP004,safe
10.55,5.55,83.69,59091.86,1798.46,167.0,0.8055,dairy,canned,SUP007,unsafe
5.57,7.45,,23308.73,2581.62,37.0,0.9398,dairy,refrigerated,SUP010,unsafe
1.36,6.66,55.02,4268.06,391.76,26.0,0.6125,meat,refrigerated,SUP015,safe
0.16,6.68,8.08,514.43,21.77,26.0,0.3,grain,refrigerated,SUP012,safe
,6.53,86.57,910.96,107.16,38.0,0.8888,produce,vacuum,SUP001,safe
-16.71,6.22,5.0,2542.2,187.99,362.0,0.3528,grain,frozen,SUP020,safe
6.37,6.53,88.73,3733.49,377.67,21.0,,seafood,refrigerated,SUP018,safe
8.44,7.88,83.77,5315.59,311.85,137.0,0.8428,seafood,vacuum,SUP016,unsafe
3.29,7.41,77.89,,3657.21,0.0,0.9173,dairy,aerated,SUP005,unsafe
1.52,6.68,76.06,31076.89,1728.64,0.0,0.8078,meat,refrigerated,SUP019,safe
,7.04,78.42,685.41,23.04,8.0,0.838,seafood,vacuum,SUP004,safe
2.61,5.93,76.1,2828.09,,37.0,0.7267,dairy,refrigerated,SUP006,safe
-12.63,5.95,62.87,1352.8,208.9,167.0,0.678,meat,frozen,SUP017,safe
13.27,6.25,94.36,24502.23,1386.86,202.0,0.9393,produce,canned,SUP007,unsafe
4.23,6.32,98.0,214.27,5.82,32.0,0.9328,produce,vacuum,SUP007,safe
7.9,4.66,45.13,400.72,27.86,,0.6027,processed,refrigerated,SUP009,safe
7.09,5.25,,20830.3,956.58,730.0,0.6196,processed,canned,SUP013,unsafe
-10.29,,98.0,19972.54,2900.42,235.0,0.9431,produce,frozen,SUP020,unsafe
2.37,7.79,67.41,4246.78,266.42,19.0,0.7441,seafood,refrigerated,SUP014,safe
,,93.56,13334.03,1038.06,5.0,0.8491,produce,refrigerated,SUP016,safe
17.42,6.63,20.31,5274.21,272.07,18.0,0.4641,grain,ambient,SUP009,safe
-9.37,5.58,84.05,44509.25,10055.66,389.0,0.7613,dairy,frozen,SUP015,unsafe
10.31,7.83,92.38,314193.76,37360.15,562.0,0.9097,seafood,canned,SUP005,unsafe
19.04,6.26,33.99,1924.6,71.82,34.0,0.6092,grain,ambient,SUP018,safe
-12.42,5.17,73.43,8602.6,367.97,12.0,0.8113,meat,frozen,SUP020,safe
4.17,6.05,87.66,11787.92,1758.36,0.0,0.9035,produce,aerated,SUP008,safe
3.24,5.03,98.0,224490.36,21753.72,6.0,0.8921,produce,vacuum,SUP015,unsafe
3.56,7.1,93.42,2019.37,16.42,12.0,0.99,dairy,refrigerated,SUP009,safe
11.34,5.58,44.81,,345.76,280.0,0.6601,meat,canned,SUP019,unsafe
1.55,4.42,,13177.5,1833.58,40.0,0.7126,meat,refrigerated,SUP006,safe
-15.05,5.71,81.05,808.31,172.72,213.0,0.8031,dairy,frozen,SUP004,safe
7.95,6.16,88.97,13038.51,1620.05,15.0,0.941,dairy,vacuum,SUP011,unsafe
-15.03,7.09,10.06,1361.13,53.22,31.0,0.4552,grain,frozen,SUP010,safe
9.24,6.52,69.15,12118.89,2233.41,85.0,0.6862,meat,vacuum,SUP003,safe
11.01,8.3,71.37,,910.58,224.0,0.7137,seafood,canned,SUP001,unsafe
-17.76,7.12,,2009.14,40.62,190.0,0.7956,meat,frozen,SUP012,safe
19.78,4.57,66.55,9324.87,351.91,303.0,0.624,processed,canned,SUP015,unsafe
2.03,5.65,61.52,755.09,132.95,1.0,0.7009,meat,refrigerated,SUP015,safe
0.07,6.67,66.03,1255.27,63.28,0.0,0.7885,seafood,refrigerated,SUP014,safe
-1.23,5.46,12.2,1115.15,230.03,6.0,0.3074,grain,refrigerated,SUP007,safe
9.23,,11.71,3124.67,,20.0,0.3825,grain,vacuum,SUP017,safe
4.98,6.49,96.71,18803.13,649.31,50.0,0.8995,dairy,vacuum,SUP019,unsafe
-14.76,4.97,5.0,3445.31,297.64,180.0,0.4145,grain,frozen,SUP007,safe
18.52,6.97,74.62,101609.27,4541.18,104.0,0.7565,seafood,ambient,SUP003,unsafe
7.04,8.69,58.52,1130.83,30.35,27.0,0.7563,seafood,refrigerated,SUP003,safe
3.46,6.09,98.0,3889.39,418.25,9.0,0.9071,dairy,refrigerated,SUP018,safe
21.03,6.66,87.51,6056.74,,253.0,0.9073,dairy,canned,SUP020,unsafe
14.4,6.23,85.37,164284.8,11227.11,409.0,0.8675,produce,canned,SUP014,unsafe
-10.81,7.22,66.78,983.33,81.17,21.0,0.7271,seafood,frozen,SUP003,safe
8.42,7.23,67.7,73804.85,10220.67,410.0,0.7005,seafood,vacuum,SUP007,unsafe
5.89,5.21,94.14,60279.3,5946.18,32.0,0.9281,produce,vacuum,SUP007,unsafe
17.24,5.81,5.0,80829.67,13851.77,72.0,0.3105,grain,ambient,SUP005,safe
10.0,5.73,86.04,9836.42,404.76,23.0,0.8248,dairy,aerated,SUP003,safe
10.53,6.18,98.0,73647.96,,6.0,0.99,produce,aerated,SUP018,unsafe
4.28,5.11,81.52,3141.17,,4.0,0.8573,dairy,vacuum,SUP015,safe
19.5,6.78,5.0,1827.57,104.62,25.0,0.3647,grain,ambient,SUP020,safe
-10.29,4.38,93.82,3603.23,82.01,163.0,0.8903,produce,frozen,SUP014,safe
10.21,5.77,37.74,52407.48,7997.46,21.0,0.536,processed,refrigerated,SUP004,safe
21.56,6.22,98.0,,146.19,1.0,0.9246,dairy,ambient,SUP008,unsafe
19.59,5.51,98.0,30251.13,2878.72,229.0,0.9539,dairy,canned,SUP013,unsafe
-15.89,6.26,68.36,18106.89,1411.89,460.0,0.7764,meat,frozen,SUP008,safe
8.11,6.54,61.03,28093.24,1135.68,213.0,0.6952,meat,vacuum,SUP015,unsafe
10.02,5.45,65.74,8458.02,381.09,9.0,0.6877,meat,vacuum,SUP017,safe
1.31,5.58,47.04,312.76,10.35,28.0,0.6438,processed,refrigerated,SUP005,safe
2.54,,73.84,28883.96,1663.45,2.0,0.7816,meat,refrigerated,SUP020,safe
19.21,4.74,80.4,257812.4,19287.09,671.0,0.7505,meat,canned,SUP004,unsafe
11.07,7.03,5.0,2373.97,258.32,118.0,0.3,grain,canned,SUP011,safe
-18.02,6.82,90.11,2741.72,94.11,577.0,0.9006,seafood,frozen,SUP018,safe
10.58,4.51,18.18,8750.6,571.51,53.0,0.3767,grain,vacuum,SUP010,safe
12.59,5.94,79.92,1241.22,63.03,3.0,0.841,dairy,aerated,SUP017,safe
10.3,6.26,,1047.78,108.37,2.0,0.7106,seafood,aerated,SUP015,safe
8.86,6.37,86.16,5745.61,286.96,1.0,0.8667,dairy,aerated,SUP006,safe
2.68,6.2,74.4,38772.94,2191.04,15.0,0.7647,dairy,refrigerated,SUP016,safe
9.85,5.14,60.24,14582.43,509.06,15.0,0.7791,processed,aerated,SUP015,safe
10.74,6.44,73.76,2779.38,330.29,63.0,0.827,dairy,vacuum,SUP008,safe
-13.28,8.09,85.48,,48.96,324.0,0.923,seafood,frozen,SUP009,safe
10.5,7.34,79.19,6724.75,230.26,21.0,0.816,seafood,refrigerated,SUP011,safe
6.31,6.17,64.39,6923.73,700.02,27.0,0.7597,meat,aerated,SUP002,safe
5.94,6.93,10.97,2008.38,34.01,63.0,0.3759,grain,vacuum,SUP013,safe
12.88,6.19,95.8,183373.49,7707.0,86.0,0.99,dairy,canned,SUP004,unsafe
0.74,4.49,78.08,3324.17,357.73,,0.8039,produce,refrigerated,SUP009,safe
-14.46,5.97,,43.15,1.7,69.0,0.5283,processed,frozen,SUP005,safe
5.25,5.61,82.48,2678.22,91.61,76.0,0.7362,produce,refrigerated,SUP019,safe
20.57,5.11,,14860.38,110.81,14.0,0.7059,processed,ambient,SUP003,unsafe
10.51,5.99,78.15,11161.02,1142.75,4.0,0.8319,dairy,refrigerated,SUP003,unsafe
-12.61,6.51,62.32,1620.91,219.96,49.0,0.7323,seafood,frozen,SUP006,safe
-10.55,6.48,59.45,2180.5,273.88,193.0,0.7609,meat,frozen,SUP010,safe
6.2,6.29,98.0,272.38,12.99,5.0,0.8544,produce,vacuum,SUP005,safe
24.03,5.63,52.47,10251.66,259.43,92.0,0.6231,processed,ambient,SUP003,unsafe
21.2,6.43,72.12,7072.03,331.83,127.0,0.757,meat,canned,SUP007,unsafe
7.59,5.96,87.17,9652.03,367.67,15.0,0.9037,produce,vacuum,SUP018,safe
1.02,6.61,84.48,8277.37,467.25,0.0,0.8145,dairy,refrigerated,SUP008,safe
7.35,5.36,85.7,,4192.67,1.0,0.797,produce,aerated,SUP001,unsafe
-13.15,7.97,85.27,641.64,15.5,97.0,,seafood,frozen,SUP004,safe
-12.63,4.7,51.01,302.74,61.53,83.0,0.689,processed,frozen,SUP007,safe
16.1,5.8,78.29,4000.68,,116.0,0.7717,produce,canned,SUP014,unsafe
5.38,5.16,72.54,1358.63,118.84,0.0,0.7439,meat,refrigerated,SUP013,safe
9.02,5.97,60.41,1337.61,64.66,2.0,0.7244,dairy,aerated,SUP010,safe
12.09,6.31,89.14,267081.21,4298.49,549.0,0.8445,dairy,canned,SUP018,unsafe
-12.8,5.16,55.91,2171.33,127.97,103.0,0.5781,meat,frozen,SUP001,safe
9.56,6.44,69.04,81238.98,2012.13,4.0,0.6697,meat,refrigerated,SUP004,safe
7.06,4.92,5.0,,187.95,,0.3297,grain,refrigerated,SUP016,safe
15.6,5.58,90.03,3524.13,681.51,295.0,0.91,produce,canned,SUP016,unsafe
,7.11,85.78,904.75,92.97,64.0,0.8475,seafood,frozen,SUP018,safe
4.89,5.05,98.0,33532.7,6375.13,44.0,0.9585,dairy,vacuum,SUP008,unsafe
